,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
926,Dean foster,"688 Cortez Ridge Suite 469
New Steven, Ct 21120", Male,1/12/1955, Asian-Pac-Islander, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.797764355583419,-0.049760330148127474,-0.22716575022407376,36.0390625,37.72482653,4.091050433,17.52244822,81.17140468,71.76757742,0.718281913,-0.319615643,63.0,1.0
927,timothy Johnson,"63347 John Ports
Ballberg, tN 54158", female,8/2/1971, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.15220335742057378,-1.261923599818217,-0.22716575022407376,117.765625,49.67574301,0.431918579,0.304195515,1.6730769230000002,11.44352035,12.13780693,216.01781090000003,48.0,0.0
928,Ernest Asmus,"32252 Singleton Harbors Suite 754
Geraldfort, DC 05929", Male,7/9/1989, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.29957359547673257,-0.049760330148127474,-0.22716575022407376,100.984375,56.60830112,0.540276064,-0.143023485,5.711538462,28.86552666,6.334580937999999,42.09565428,30.0,0.0
929,Robert Wesley,"1690 Pamela Gateway Suite 737
Mossborough, RI 68184", Male,22/12/1957, White, Never-married, transport-moving,f, Unmarried, Assoc-voc,<=50K, United-States, Self-emp-inc,0.33804302885987203,-0.307121916819555,-0.14381540882260774,1.1906280386836128,-0.22716575022407376,92.8828125,38.09581282,0.345262605,1.866932787,2.43812709,19.10620776,8.740337381,81.66159259999998,61.0,0.0
930,Roy Vandre,"63561 thomas Cliffs Apt. 158
Rodgersmouth, CA 99738", female,7/9/1955, White, Divorced, Adm-clerical,f,Not_in_family, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-1.6863709042016795,-0.049760330148127474,-0.22716575022407376,100.459000499871,44.96269916349231,0.8501844736562745,3.51995953893099,13.815634680350989,28.880607670569045,7.184802117188757,79.42211559209325,64.0,0.0
931,theodore Kendrick,"177 Barber Groves Suite 890
South Anitaton, IN 35068", Male,31/10/1978, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.490475270649395,0.36102666530117616,-0.22716575022407376,136.3359375,48.03404999,-0.044746027,-0.447504315,34.09448161,70.85683387,1.7082227419999998,1.166025082,40.0,0.0
932,Antonio Bailey,"14937 Erin Estate
East Jacob, NJ 07299", Male,29/5/1976, White, Married-civ-spouse, tech-support,f, Husband, HS-grad,<=50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,-0.49060378690832696,-0.8617005319262813,-0.22716575022407376,139.59375,43.50708231,-0.272944413,0.773024079,89.39381271,60.41790249715757,-0.07103595900000001,-1.921266059,43.0,0.0
933,William Marsh,"6582 Laurie Plains Suite 955
Port Beth, NE 63274", female,23/6/1955, White, Never-married, Exec-managerial,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.32326695818614726,-0.049760330148127474,-0.22716575022407376,108.453125,45.11666463,0.621188894,0.752529453,3.950668896,21.43833206,6.699746566,50.26324952,64.0,0.0
934,Rodney Austin,"USS Salazar
fPO AA 29465", Male,20/9/1945, Asian-Pac-Islander, Married-civ-spouse, Adm-clerical,f, Husband, Masters,>50K, South, Private,1.5959913061532025,-0.307121916819555,-1.0567610998523036,0.7745746796839207,-0.22716575022407376,50.859375,36.69803605,4.058403061,17.95136246,15.57608696,45.38401804,3.261571128,10.43269465,74.0,1.0
935,Roberto fitzpatrick,"61938 Williams Extensions Apt. 586
Lisaberg, MI 17685", Male,18/3/1967, White, Married-civ-spouse, Protective-serv,f, Husband, Bachelors,>50K, United-States, State-gov,1.1667590804424672,-0.307121916819555,0.1013673751568493,0.36102666530117616,4.402072069634451,100.46875,44.07325888,0.555637617,0.67395221,45.35702341,74.77745439,1.2616860840000002,-0.064242801,52.0,0.0
936,Clemente Padilla,"475 ferguson Circles
Connorhaven, AZ 98956", female,16/4/1955, White, Never-married, Prof-specialty,f,Not_in_family, Masters,>50K, United-States, Local-gov,1.5959913061532025,-0.307121916819555,1.0030832707291408,-0.700456157779115,-0.22716575022407376,114.89871905605283,44.19168783,-0.179280543,0.434253817,1.877926421,16.33891105,10.43919268,122.4311418,64.0,0.0
937,Robert Martinelli,"5000 Katrina Club Apt. 223
Sabrinachester, NE 35949", female,10/12/1985, White, Married-civ-spouse, Handlers-cleaners,f, Wife, HS-grad,>50K, Mexico, Private,-0.44728577589804736,-0.307121916819555,0.25037673001456107,-0.049760330148127474,-0.22716575022407376,94.25,36.53487204,0.625364757,2.146317428,3.118729097,23.50907354,8.021777269,66.25248931,33.0,0.0
938,Anthony Yarbrough,"USNS Wallace
fPO AA 38429", Male,20/7/1958, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,3.2560413266623147,-0.9070828539377503,-0.049760330148127474,-0.22716575022407376,38.453125,37.2042209,4.358123862,20.62986473,78.35753173002556,68.43216563369747,-0.453400146,-1.306666595,61.0,1.0
939,Mark Key,"58101 Phillips Glen Suite 247
Bradleymouth, NV 59635", female,22/10/1970, Asian-Pac-Islander, Never-married, Craft-repair,f,Own_child, Some-college,<=50K, Philippines, Private,-0.06036390113009848,-0.307121916819555,-0.7065923092720878,-0.049760330148127474,-0.22716575022407376,133.3515625,59.17302355,-0.202822854,-0.427053707,9.9590301,39.3679261,4.12709687,16.26319886,49.0,0.0
940,George West,"467 Daniel Lodge
Erinbury, RI 97491", female,1/7/1964, Other, Never-married, Prof-specialty,f, Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.10585514144211497,-0.049760330148127474,4.402072066199391,101.9140625,57.63828851,0.692179402,-0.387154329,2.930602007,20.50934284,9.923346052000001,103.8813462,55.0,0.0
941,John Holloway,"12863 Burns Avenue Suite 339
Martinfurt, GA 19514", Male,7/7/1944, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.31681358012015287,-2.4292422623277368,-0.22716575022407376,80.265625,40.65892514,2.178480753,6.674711048,24.48244147,57.83898645,2.416628539,4.758867003,75.0,1.0
942,Charles Propes,"32860 Brian Haven Suite 121
Krausefort, HI 67507", female,8/7/1964, White, Divorced, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.21005190589794834,0.7745746796839207,-0.22716575022407376,101.1328125,48.10801179,0.25220811,0.092402236,3.860367893,19.29786932,6.881225138,56.83420704,55.0,0.0
943,Joey Vandenbosch,"1716 Richardson turnpike
East Melody, GA 45734", Male,26/3/1993, White, Never-married, farming-fishing,f,Own_child, HS-grad,<=50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,-1.9391529242771612,2.451870373258067,-0.22716575022407376,113.0,53.7661313,0.047051742,-0.435686885,4.468227425,26.00623466,6.6412236270000005,46.71209329,26.0,0.0
944,Vernon Gray,"0700 Cervantes Views
South David, AL 81414", Male,4/11/1971, White, Divorced, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.3177560275740896,2.0294401393251413,-0.22716575022407376,105.34375,46.4053872,0.464286775,0.268901974,1.883779264,15.50646767,10.54447573,125.9277377,47.0,0.0
945,Wayne Pagliaro,"99113 Stephanie Club Apt. 444
Butlermouth, OR 39918", female,2/5/1974, White, Never-married, Adm-clerical,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.6734383008296462,-0.049760330148127474,-0.22716575022407376,113.46875,41.94191249,0.17938369699999998,0.555806761,1.41722408,13.07736195,11.69568254,165.25955459999997,45.0,0.0
946,Charles Lilly,"1961 Simpson Green
North Darren, KY 19875", Male,2/8/1971, White, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,2.38228471782437,-0.049760330148127474,-0.22716575022407376,94.1328125,37.37026958,0.480256167,1.6194640880000002,1.887123746,15.07550012,10.49637036,131.0705749,48.0,
947,Clarence Pierre,"3725 Dawn Motorway Suite 367
Martinezside, MO 21856", Male,2/3/1961, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Local-gov,-0.44728577589804736,-0.307121916819555,-0.5782728344130336,2.451870373258067,-0.22716575022407376,106.4296875,40.31529711,0.4008199,0.6842796959999999,6.943143813,30.6247399,5.082740755,26.95334183,58.0,0.0
948,Matthew Arsenault,"6477 Lamb Vista
tatefort, MA 73706", Male,10/12/1975, White, Married-civ-spouse, Sales,f, Husband, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.9070828539377503,1.6089756412038498,-0.22716575022407376,120.6875,46.34192722,0.263474585,0.431852697,1.887123746,12.31477352,11.39241386,179.3048124,43.0,0.0
949,Shawn Beatty,"90304 Andrea Via Suite 571
New Jessica, DC 04126", female,28/6/1961, White, Separated, Other-service,f,Other_relative, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.049502911050079104,-1.6574119401277534,-0.22716575022407376,98.703125,45.1973726,0.053681225,0.507404535,4.158026756,25.732791,6.98989185,50.99108798,58.0,0.0
950,Adam Bermudez,"Unit 5043 Box 6096
DPO AP 71914", female,6/6/1975, White, Married-civ-spouse, Craft-repair,f, Wife, Assoc-acdm,>50K, United-States, Private,0.7472751289507462,-0.307121916819555,-0.8423827345465156,-3.014612272984408,-0.22716575022407376,93.609375,39.70658682,1.030164248,2.659003465,1.839464883,14.80150656,11.29258252,151.9269175,44.0,0.0
951,Robert Guillory,"67992 Austin Meadow Suite 719
Gregorymouth, ND 52028", female,9/3/1965, White, Married-civ-spouse, Sales,f, Wife, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.636133192173943,-0.049760330148127474,-0.22716575022407376,101.75,46.57051106,0.144429607,0.410121435,3.675585284,20.76605892,7.400957592999999,63.71060496,54.0,0.0
952,Robert Mallard,"Unit 2692 Box 4570
DPO AP 93525", Male,29/12/1964, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.1192292676571327,-1.6574119401277534,-0.22716575022407376,123.9140625,52.56618259,-0.033775957999999995,-0.5401225470000001,1.734113712,13.6134969,12.24179184,185.6107629,54.0,0.0
953,Larry Hawkins,"14140 teresa Valleys Apt. 432
Andrewsmouth, OK 49791", Male,22/2/1969, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Private,1.5959913061532025,-0.307121916819555,-0.5091399555159496,0.7745746796839207,4.4020720703239675,45.1796875,33.57417944,3.860705591,19.01679504,51.35953177,74.69868907,1.371305122,0.587868258,50.0,1.0
954,teddy Roman,"1347 Henry Bypass
North Ronald, VA 69380", Male,25/11/1955, White, Never-married, Handlers-cleaners,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.08114027155820366,-0.21323372346394612,-0.22716575022407376,113.546875,49.50029346,0.13000120099999998,-0.202839025,2.407190635,14.42205142,9.310343318,113.68747140000002,63.0,0.0
955,Victor Mitchell,"410 Williams Village
Justinland, AK 63056", Male,27/4/2002, White, Never-married, Craft-repair,f,Not_in_family, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,-0.307121916819555,1.3061903287166947,1.1906280386836128,-0.22716575022407376,136.046875,35.7967045,-0.166473251,1.327440282,5.530100334,24.26859726,5.301595027,31.79404709,17.0,0.0
956,Norbert Herring,"0431 Gardner Cape
Rachelchester, tX 85471", female,26/7/1971, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.14423862037743337,-1.9696934859887074,-0.22716575022407376,46.640625,45.69579001,2.779794597,8.088926705,14.77257525,41.31733524,3.380418466,11.36648582,48.0,1.0
957,Lawrence Cacciotti,"USS Sullivan
fPO AP 94771", female,23/12/1966, White, Never-married, Adm-clerical,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.8943880939915088,-0.049760330148127474,-0.22716575022407376,136.5625,43.39692349,-0.13909822300000002,0.075405609,8.441471572000001,39.11924253,4.635267992,20.39694808,53.0,0.0
958,Lionel Hatala,"46153 Quinn Corners
Sullivanshire, Vt 05327", Male,21/11/1971, White, Divorced, Adm-clerical,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.30540321959923367,-2.2774471487560386,-0.22716575022407376,111.171875,61.91805439,0.359765058,-0.747335503,61.83110368,75.19883122569311,0.916027429,-0.903460922,48.0,0.0
959,Robert Breeden,"11729 George Via Apt. 230
Lake Michael, MA 80100", Male,24/10/1961, White, Married-civ-spouse, Craft-repair,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,3.2560413266623147,0.5713583574308865,0.36102666530117616,-0.22716575022407376,121.3125,56.47313382,0.306302574,-0.35863156,2.765886288,17.74316129,7.976476213,74.26631987,58.0,0.0
960,Dewey Laflamme,"07825 Garcia Walks
New James, LA 01517", female,29/2/1952, Black, Never-married, transport-moving,f, Unmarried, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.4155601677922314,-0.049760330148127474,-0.22716575022407376,80.828125,43.36060809,0.659878949,1.312256029,2.510869565,16.56084501,8.16212387,80.32538682,67.0,0.0
961,Jimmy Arnold,"32946 Jeffrey Pines
Curtisberg, MI 57275", Male,27/11/1972, White, Married-civ-spouse, Exec-managerial,f, Husband, Masters,>50K, Portugal, federal-gov,1.5959913061532025,-0.307121916819555,-1.3602628121930802,-0.049760330148127474,-0.22716575022407376,95.1796875,48.25994612,0.338509571,-0.002833638,2.315217391,19.14952087,9.836994978,104.1065928,47.0,0.0
962,Sean Hsu,"Unit 8196 Box 2562
DPO AE 66595", Male,15/6/1952, White, Never-married, Sales,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.19384383616516057,2.0294401393251413,-0.22716575022407376,70.2890625,49.18422992324461,1.084958031,-0.126652662,65.19405053501461,74.58098346938122,-0.474627352,-1.3700353769999998,67.0,1.0
963,Brenton Valdez,"1972 Sarah Station
Cochranbury, OH 21662", Male,7/2/1977, White, Divorced, Craft-repair,f,Not_in_family, 10th,<=50K, United-States, Private,-1.5306909589764228,-0.307121916819555,-0.07898325595765901,4.934942724489834,-0.22716575022407376,120.625,54.39281317,0.178517222,-0.391873885,10.81103679,43.06978174,3.979721723,14.65585417,42.0,0.0
964,Angel Poole,"702 Merritt Ranch Suite 250
Robertfort, AK 02525", Male,13/6/1972, White, Married-civ-spouse, Other-service,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.8634794918657689,-0.049760330148127474,-0.22716575022407376,8.1015625,31.35154498,5.725360651304963,38.48028348,92.85618729,54.66816332,0.968097795,0.696454218,47.0,1.0
965,Jimmy Roekle,"8524 Snyder Street
North Caroline, OH 51014", Male,17/1/1965, White, Married-Af-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.9188011651687777,3.3021230612588344,-0.22716575022407376,82.6171875,49.65067363,0.919883294,0.8077971420000001,2.566053512,19.6474313,10.24436306,110.5672784,54.0,1.0
966,Robert Lopez,"47759 Burns Creek Apt. 902
Lake tammyview, DE 04287", Male,7/8/1963, White, Married-civ-spouse, Protective-serv,f, Husband, Bachelors,>50K, United-States, Local-gov,1.1667590804424672,-0.307121916819555,0.4165178120476235,-0.049760330148127474,-0.22716575022407376,120.9375,52.88604347,-0.109824943,-0.414223241,117.6505017,75.16248939190008,-0.121338499,-1.87340884,56.0,0.0
967,Donald James,"57500 frazier Islands Suite 954
Port Melissa, DC 28259", Male,24/3/1962, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,3.2560314542902717,-0.5261383351777412,-0.049760330148127474,-0.22716575022407376,93.375,45.44261491,0.491747782,0.6124631389999999,2.635451505,20.23472331,8.603096273,78.62633872,57.0,0.0
968,Jason Potter,"PSC 1663, Box 6632
APO AP 02148", Male,29/1/1955, Black, Married-civ-spouse, Sales,f, Husband, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.2480159784741815,-0.049760330148127474,-0.22716575022407376,83.7734375,52.27903124,1.206697886,1.630834374,97.37374582,74.39353567741435,0.13263871,-1.683188346,64.0,1.0
969,James Dipippo,"642 Elizabeth Parkways Apt. 655
Amyhaven, DC 15452", Male,11/5/1975, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.6035815463581167,-0.049760330148127474,-0.22716575022407376,111.8828125,53.97491042,0.461377043,-0.07361608,9.621237458,39.14264519,4.290020454,17.7410535,44.0,0.0
970,Julio Warner,"35904 Robinson Ways Apt. 736
Lake Jasminestad, DE 57483", Male,18/2/1963, White, Never-married, Sales,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.1577970970659044,2.0294401393251413,-0.22716575022407376,85.2265625,42.97750408,0.707751499,1.1281551159999998,1.821906355,13.06016007,10.6821225,150.47747880000003,56.0,0.0
971,Cedric Berlin,"02944 Connie Camp Apt. 968
North Christopher, DC 66514", Male,5/4/1950, White, Never-married, Craft-repair,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.47825057770342505,-0.049760330148127474,-0.22716575022407376,93.98883801943919,45.48951416,-0.559570859,0.610928137,36.64214047,72.52210386,1.683488859,1.189934375,69.0,0.0
972,frank Vaquera,"162 freeman Crossroad
Melissamouth, IL 90642", Male,19/2/1968, White, Never-married, tech-support,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,3.2556408130150265,0.3555739533614411,-0.049760330148127474,-0.22716575022407376,142.359375,56.10756054,-0.053614674,-0.605856295,2.071906355,17.1086391,9.299193255,95.00569537,51.0,0.0
973,Mike Delacruz,"5486 Morales Station Suite 228
New Eric, OH 59701", Male,26/12/1968, Other, Never-married, farming-fishing,f, Unmarried, 7th-8th,<=50K, Mexico, Private,-2.1765498657875755,-0.307121916819555,0.7944644811580541,-0.37619204803053097,-0.22716575022407376,104.65625,41.92132466,0.4686182820000001,1.118563213,1.441471572,10.48589206,14.37464624,297.388607,50.0,0.0
974,Michael Coleman,"822 Reed Views
South Kelly, NC 25356", Male,22/4/1933, White, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.5231453640737441,0.11420449741499945,-0.22716575022407376,29.6875,29.2907702,5.166467548,32.24540555,19.28344482,49.85474647,3.045731387,8.938013716,86.0,1.0
975,Richard Ballintyn,"Unit 6075 Box 1935
DPO AA 41959", Male,4/4/1927, White, Never-married, Other-service,f,Other_relative, 11th,<=50K, United-States, Private,-1.1834549059276278,-0.307121916819555,0.3454315984237405,-1.261923599818217,-0.22716575022407376,25.4453125,31.24995215,5.365693006,31.54724723,50.27759197,65.14055962,1.376166315,1.163678808,92.0,1.0
976,James Hutchinson,"USNS Mcdonald
fPO AE 98314", Male,7/1/1973, Black, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.8926075933427282,-0.049760330148127474,-0.22716575022407376,133.125,50.13388325,-0.30951846,-0.045315744000000005,8.342809365,36.63292386,4.718687262,22.2233079,46.0,0.0
977,Paul Rank,"6164 Hernandez Burgs Suite 002
Lake Susanchester, NC 46845", female,27/3/1965, White, Separated, Prof-specialty,t,Not_in_family, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,-0.307121916819555,0.1921465413063446,-0.8617005319262813,-0.22716575022407376,100.2578125,50.82264599,0.239966936,-0.083356853,1.181438127,10.79791677,15.31944762,296.510147,54.0,0.0
978,John Combs,"USNV Mcconnell
fPO AP 59864", Male,29/9/1971, White, Never-married, Prof-specialty,f,Not_in_family, Masters,<=50K, United-States, Private,1.5959913061532025,-0.307121916819555,-1.0018682969229447,4.934942724489834,-0.22716575022407376,39.8359375,27.79157284,4.45947239,29.42812768,12.80852843,36.05803054,3.668395685,15.30073457,48.0,1.0
979,Clay Carlson,"PSC 0013, Box 5054
APO AP 64956", Male,13/8/1966, White, Never-married, Sales,f, Not_in_family, Bachelors,<=50K, United-States, Self-emp-inc,1.1667590804424672,-0.307121916819555,-1.9662253964238607,0.7745746796839207,-0.22716575022407376,123.2734375,48.76453547,-0.139482238,0.051884046,1.753344482,12.93662959,11.33405876,165.71131630000005,53.0,0.0
980,Hector Roney,"98210 Nicole Plaza
Lake Josephshire, SD 44190", Male,30/6/1957, White, Married-civ-spouse, Handlers-cleaners,f, Husband, 5th-6th,<=50K, Mexico, Private,-2.471127422093553,-0.307121916819555,-0.7302193208049377,-0.049760330148127474,-0.22716575022407376,134.46875,51.5257729,0.067420618,-0.020286003,1.239130435,15.84149141,13.77080031,194.334729,62.0,0.0
981,Larry Wolf,"9525 Anderson turnpike
Coleview, LA 79130", Male,18/9/1984, White, Married-civ-spouse, Other-service,f, Husband, 5th-6th,<=50K, El-Salvador, Private,-2.471127422093553,-0.307121916819555,-1.6784819086748664,-0.049760330148127474,-0.22716575022407376,121.453125,49.54541152,0.223677959,0.334338894,3.856187291,20.79203572,6.9552010310000005,56.63082053,35.0,0.0
982,Peter Knight,"42574 Michelle Island Apt. 713
Smithberg, IA 60848", Male,2/8/1942, White, Married-spouse-absent, Other-service,f,Other_relative, 11th,<=50K, El-Salvador, Private,-1.1834549059276278,-0.307121916819555,0.4752213301244623,-0.049760330148127474,-0.22716575022407376,28.609375,29.97505066,5.159143189,31.13085748,29.71153846,57.22296561,2.196534777,4.41086239,77.0,1.0
983,Christian Rosamond,"66922 Cameron Street
Debrabury, DE 56925", female,23/8/1953, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.31295432087670366,-1.6574119401277534,-0.22716575022407376,43.2578125,43.43587209395391,2.372961027,4.199083392,58.58444816,69.14749922,1.226661999,0.459215959,66.0,1.0
984,Joseph Davis,"91728 thomas Vista
Port Cynthia, RI 64168", female,25/12/1984, White, Divorced, Sales,f, Unmarried, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.6005026273709613,1.6089756412038498,-0.22716575022407376,107.7890625,46.57078825,0.352985484,0.051859108,2.06187291,13.60618531,10.28214335,137.826245,34.0,0.0
985,Robert tamura,"887 Brown Glens
New Brittany, AZ 33877", Male,9/4/1968, Other, Married-civ-spouse, Machine-op-inspct,f,Other_relative, 12th,<=50K, Mexico, Private,-0.8219531813774381,-0.307121916819555,1.7706000642012447,-0.049760330148127474,-0.22716575022407376,115.78125,53.30571286,0.117710573,-0.518847463,3.5652173910000005,22.37234155,7.740922135,65.02484401,51.0,0.0
986,Reginald Larkin,"5272 Lisa Lights Apt. 116
Port Jonathan, WA 05655", Male,13/5/1969, White, Married-civ-spouse, transport-moving,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,3.2561143741798024,0.09348643422864705,1.1906280386836128,-0.22716575022407376,128.8828125,52.4126686,-0.066159643,-0.572277978,7.602006688999999,32.15156096,4.328367812,18.259125,50.0,0.0
987,Winford Shinabery,"PSC 1382, Box 5191
APO AE 37034", Male,15/3/1967, White, Married-civ-spouse, tech-support,f, Husband, Assoc-voc,<=50K, United-States, Local-gov,0.33804302885987203,-0.307121916819555,-0.1732725518605541,-0.049760330148127474,-0.22716575022407376,69.90625,41.74970762,2.148702629,6.438614516,27.93227425,67.67510123,2.286553135,3.615612813,52.0,1.0
988,Paul Collins,"PSC 6351, Box 8570
APO AE 74521", Male,19/6/1977, White, Never-married, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.3238268872699166,-0.049760330148127474,-0.22716575022407376,90.953125,47.12961837,0.905927661,0.7676705290000001,7.64548495,34.6659125,4.826019031,23.12264713,42.0,0.0
989,thomas flynn,"21448 Veronica Neck Suite 346
Mitchellmouth, NJ 23394", female,24/8/1957, White, Never-married, Machine-op-inspct,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.0184817888012465,-0.700456157779115,-0.22716575022407376,90.78125,43.36598204,0.77709762,1.818241352,1.826086957,12.49106122,11.07943839,168.3648453,62.0,0.0
990,James Mccleave,"142 Anita Mills Suite 410
North tracymouth, tX 55520", Male,16/5/1994, White, Widowed, Prof-specialty,f, Unmarried, Assoc-acdm,<=50K, United-States, Local-gov,0.7472751289507462,-0.307121916819555,-0.05109525213885296,-0.049760330148127474,-0.22716575022407376,124.546875,52.38556865,0.200088641,-0.287877063,5.634615385,25.9061744,5.363515706,31.34230807,25.0,0.0
991,Heriberto Bazemore,"16662 Jacob Course
Bellshire, AR 41341", female,22/12/1963, White, Divorced, Prof-specialty,f, Unmarried, Prof-school,<=50K, United-States, Private,2.0345253362746654,-0.307121916819555,-1.8252910101212985,-1.261923599818217,-0.22716575022407376,123.0625,51.00409757,0.177632289,0.103630667,5.226588629,29.95598212,6.268582127999999,40.18416715,55.0,0.0
992,Vance Oberry,"4811 Perez Circles
West Austin, Ut 25131", female,11/4/1967, White, Widowed, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.382599638881786,0.19636440544122,-0.22716575022407376,93.109375,44.74218409,0.445701285,0.627064081,3.89632107,24.20945985,7.293155002000001,57.23818737,52.0,0.0
993,Donald Heling,"5603 Gillespie falls Apt. 334
East Angelaberg, HI 16525", Male,15/7/1957, White, Married-civ-spouse, Craft-repair,f, Husband, 7th-8th,<=50K, United-States, Private,-2.1765498657875755,-0.307121916819555,-1.4100626541337307,-0.049760330148127474,-0.22716575022407376,124.3515625,48.6475831,-0.06045513,-0.154957318,1.736622074,12.84302043,11.06652177,161.114235,62.0,0.0
994,Adam Baskerville,"93509 Oscar Mountains Suite 631
West Chad, IN 69917", female,19/12/1982, White, Divorced, Handlers-cleaners,f, Unmarried, Assoc-voc,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,0.18669331918949966,-0.049760330148127474,-0.22716575022407376,93.1640625,44.12195056,0.6676546560000001,0.807636606,3.547658863,21.92889626,7.609522407,63.34297284,36.0,0.0
995,Christopher Rich,"157 Julie Wells Suite 904
Port Alexmouth, OR 62761", Male,2/11/1977, White, Never-married, Handlers-cleaners,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.2775606106678554,-0.4574700075170363,-0.22716575022407376,128.109375,58.47197972,-0.048897215999999986,-0.625732131,3.693143813,21.67193027,6.983960596,54.59615591,41.0,0.0
996,John Wheeler,"5797 Johnson Drive
South Crystal, WV 54956", female,8/4/1965, White, Married-civ-spouse, Exec-managerial,f, Wife, Assoc-acdm,>50K, United-States, Self-emp-not-inc,0.7472751289507462,3.256118233724377,1.9966207314020634,-2.872813454270636,-0.22716575022407376,85.484375,35.16456499,0.686036922,3.077512951,3.940635452,20.48004137,7.647622692,70.72711787,54.0,0.0
